farmer_id,name,district,taluka,village,land_area_acres,soil_type,irrigation_type
F0317,Laxman Jagtap,Sangli,Miraj,Kavthe Mahankal,12.2,Loamy,Well
F0318,Amit Nikam,Ahmednagar,Rahata,Shirdi,9.1,Loamy,Well
F0319,Dilip Nikam,Sangli,Miraj,Bedag,6.9,Clayey,Canal
F0320,Ganesh Chavan,Nanded,Mudkhed,Ardhapur,12.3,Laterite,Well
F0321,Sachin Vanjari,Latur,Renapur,Ghongaon,4.9,Red,Rainfed
F0322,Alka Waghmare,Kolhapur,Shirol,Jaysingpur,1.4,Clayey,Rainfed
F0323,Kishor Sable,Nanded,Naigaon,Bondar,14.6,Laterite,Rainfed
F0324,Uttam Ranaware,Satara,Koregaon,Wathar,2.7,Loamy,Canal
F0325,Kamal Kapse,Ahmednagar,Shrirampur,Bhokar,12.9,Red,Flood
F0326,Pushpa Pawar,Nanded,Naigaon,Bharsi,8.6,Red,Sprinkler
F0327,Bhausaheb Suryawanshi,Ahmednagar,Kopargaon,Sangamner Bk,13.9,Alluvial,Borewell
F0328,Ashok Sathe,Sangli,Tasgaon,Manjarde,4.4,Laterite,Well
F0329,Prakash Deshmukh,Ahmednagar,Newasa,Bhendapur,7.5,Alluvial,Borewell
F0330,Shankar Patil,Ahmednagar,Shrirampur,Belapur,11.3,Alluvial,Sprinkler
F0331,Bhausaheb Zende,Sangli,Tasgaon,Vaziratmapur,13.8,Clayey,Borewell
F0332,Hanumant Wagh,Aurangabad,Sillod,Amba,5.0,Sandy,Well
F0333,Sangita Ghadge,Nashik,Dindori,Umrale,13.8,Sandy,Borewell
F0334,Anita Shinde,Latur,Nilanga,Halasi,0.7,Clayey,Well
F0335,Sushma Kulkarni,Jalgaon,Jamner,Neri,3.8,Clayey,Flood
F0336,Bhausaheb Lokhande,Nanded,Mudkhed,Malegaon,11.6,Loamy,Rainfed
F0337,Vaishali Ghadge,Jalgaon,Erandol,Anturli,2.5,Clayey,Sprinkler
F0338,Bharat Sathe,Beed,Georai,Talwada,12.7,Black,Flood
F0339,Dilip Patil,Kolhapur,Hatkanangle,Ichalkaranji,1.5,Red,Drip
F0340,Baban Mohite,Aurangabad,Vaijapur,Shivna,9.5,Laterite,Well
F0341,Nirmala Lokhande,Pune,Baramati,Loni,0.7,Clayey,Rainfed
F0342,Laxman Sathe,Solapur,Pandharpur,Bhandishegaon,12.3,Laterite,Sprinkler
F0343,Kishor Kale,Nashik,Yeola,Nagade,4.0,Clayey,Well
F0344,Popat Gawali,Solapur,Karmala,Kem,5.9,Loamy,Sprinkler
F0345,Bhausaheb Waghmare,Solapur,Pandharpur,Bhandishegaon,14.9,Laterite,Flood
F0346,Vijay More,Kolhapur,Panhala,Bhuye,8.5,Black,Rainfed
F0347,Suresh Kadam,Nashik,Dindori,Chausala,9.9,Sandy,Well
F0348,Mahesh Ranaware,Pune,Indapur,Walchandnagar,13.6,Laterite,Well
F0349,Kalpana Thorat,Pune,Baramati,Undavdi,13.5,Clayey,Rainfed
F0350,Vijay Salunkhe,Satara,Karad,Kale,9.0,Alluvial,Flood
F0351,Sunita Deshmukh,Solapur,Barshi,Vairag,8.7,Alluvial,Sprinkler
F0352,Lata Bansode,Kolhapur,Hatkanangle,Ichalkaranji,7.8,Sandy,Drip
F0353,Mahesh Sable,Ahmednagar,Rahata,Kolhar,9.3,Clayey,Well
F0354,Sunita Shelke,Pune,Daund,Patas,7.6,Sandy,Well
F0355,Uttam Sable,Jalgaon,Raver,Save,1.7,Clayey,Borewell
F0356,Bhausaheb Deshmukh,Nashik,Malegaon,Dabhadi,6.0,Alluvial,Rainfed
F0357,Pravin Wagh,Satara,Wai,Bavdhan,1.8,Sandy,Sprinkler
F0358,Chandrakant Thorat,Nashik,Niphad,Pimpalgaon Baswant,3.2,Loamy,Well
F0359,Manisha Bhoir,Nashik,Sinnar,Shivapur,5.6,Black,Well
F0360,Kiran Wagh,Pune,Daund,Patas,6.1,Black,Rainfed
F0361,Bhausaheb Vanjari,Nanded,Kandhar,Umri,3.0,Sandy,Borewell
F0362,Vasant Lokhande,Jalgaon,Chopda,Kolhali,6.8,Loamy,Borewell
F0363,Nirmala Deshmukh,Satara,Wai,Bavdhan,11.0,Loamy,Well
F0364,Shivaji Ghadge,Nashik,Niphad,Chandori,0.6,Loamy,Borewell
F0365,Uttam Bansode,Aurangabad,Vaijapur,Lasur,12.3,Alluvial,Rainfed
F0366,Vikas Joshi,Satara,Man,Dahiwadi,7.4,Red,Sprinkler
F0367,Sachin Kulkarni,Sangli,Khanapur,Vita,5.2,Sandy,Flood
F0368,Sunita Pardeshi,Nashik,Yeola,Nagade,9.1,Clayey,Canal
F0369,Sanjay Ghadge,Sangli,Tasgaon,Vaziratmapur,12.1,Alluvial,Rainfed
F0370,Rahul Bhoir,Beed,Parli,Sirsala,9.7,Red,Borewell
F0371,Pravin Sable,Kolhapur,Karvir,Uchgaon,14.9,Loamy,Well
F0372,Kavita Sathe,Nanded,Naigaon,Bondar,12.0,Sandy,Rainfed
F0373,Kamal Zende,Beed,Georai,Talwada,11.6,Laterite,Rainfed
F0374,Ratan Kadam,Beed,Ashti,Pimpalgaon,8.7,Laterite,Rainfed
F0375,Kavita Bansode,Kolhapur,Karvir,Nigave,1.9,Red,Well
F0376,Alka Tambe,Latur,Chakur,Mangrul,7.0,Loamy,Sprinkler
F0377,Jyoti Bhosale,Satara,Karad,Masur,2.0,Loamy,Drip
F0378,Rajendra Bhosale,Satara,Wai,Kikali,7.1,Red,Well
F0379,Nirmala Gawali,Aurangabad,Paithan,Vahegaon,11.0,Loamy,Borewell
F0380,Rahul Joshi,Pune,Baramati,Malegaon,12.8,Laterite,Drip
F0381,Manoj Nikam,Nanded,Kandhar,Fulwal,5.3,Loamy,Sprinkler
F0382,Dattatray Rathod,Beed,Ambajogai,Bardapur,9.8,Loamy,Sprinkler
F0383,Sanjay Aher,Ahmednagar,Sangamner,Nimon,6.1,Laterite,Canal
F0384,Tanaji Thorat,Sangli,Miraj,Kavthe Mahankal,12.1,Clayey,Canal
F0385,Chandrakant Shelke,Ahmednagar,Sangamner,Ghargaon,4.3,Alluvial,Sprinkler
F0386,Shakuntala Shelke,Latur,Udgir,Hipparga,9.0,Sandy,Borewell
F0387,Sarita Aher,Jalgaon,Erandol,Anturli,10.2,Sandy,Drip
F0388,Sopan Joshi,Nashik,Niphad,Chandori,10.6,Clayey,Sprinkler
F0389,Sushma Zende,Jalgaon,Raver,Save,6.6,Loamy,Rainfed
F0390,Kamal Salunkhe,Nanded,Kandhar,Umri,4.7,Red,Borewell
F0391,Rekha Aher,Pune,Daund,Yavat,7.5,Red,Flood
F0392,Dinesh Tambe,Nanded,Naigaon,Bharsi,10.4,Loamy,Rainfed
F0393,Vandana Lokhande,Jalgaon,Chopda,Adgaon,12.0,Red,Borewell
F0394,Vijay Thorat,Ahmednagar,Newasa,Sonai,2.9,Loamy,Well
F0395,Sangita Tambe,Nanded,Bhokar,Karla,4.4,Clayey,Flood
F0396,Chandrakant Sathe,Pune,Purandar,Narayanpur,14.9,Black,Rainfed
F0397,Bhausaheb Joshi,Pune,Purandar,Jejuri,5.6,Alluvial,Drip
F0398,Vandana Gaikwad,Ahmednagar,Shrirampur,Bhokar,13.0,Clayey,Rainfed
F0399,Mangal Kadam,Latur,Nilanga,Halasi,12.3,Alluvial,Drip
F0400,Arun Sathe,Solapur,Akkalkot,Bori,5.2,Laterite,Borewell
F0401,Gorakh Vanjari,Solapur,Akkalkot,Bori,2.5,Alluvial,Flood
F0402,Anita Pawar,Solapur,Barshi,Vairag,4.1,Laterite,Borewell
F0403,Bhausaheb Rathod,Aurangabad,Gangapur,Vaijapur Road,9.6,Loamy,Sprinkler
F0404,Santosh More,Kolhapur,Gadhinglaj,Nesari,10.6,Sandy,Sprinkler
F0405,Vaishali Shelke,Latur,Ausa,Killari,11.1,Loamy,Rainfed
F0406,Ratan Deshmukh,Nanded,Naigaon,Bondar,14.5,Alluvial,Canal
F0407,Sangita Thorat,Satara,Wai,Kikali,8.4,Red,Well
F0408,Vaishali Bansode,Beed,Georai,Talwada,1.9,Alluvial,Flood
F0409,Sarita Jadhav,Nashik,Niphad,Vinchur,7.1,Loamy,Canal
F0410,Deepak Joshi,Jalgaon,Erandol,Anturli,10.0,Sandy,Drip
F0411,Subhash Kadam,Pune,Purandar,Jejuri,11.0,Alluvial,Canal
F0412,Mangal More,Sangli,Miraj,Kavthe Mahankal,3.6,Black,Canal
F0413,Namdev Ranaware,Beed,Parli,Sirsala,0.6,Sandy,Flood
F0414,Balasaheb Sable,Sangli,Tasgaon,Vaziratmapur,1.5,Loamy,Drip
F0415,Nitin Kale,Satara,Wai,Kikali,2.5,Alluvial,Flood
F0416,Vikas Bhosale,Nashik,Yeola,Anwane,0.6,Laterite,Canal
F0417,Vandana Gawali,Sangli,Tasgaon,Manjarde,13.8,Clayey,Rainfed
F0418,Vandana Mane,Nashik,Sinnar,Musalgaon,11.4,Clayey,Rainfed
F0419,Dinesh Gawali,Kolhapur,Shirol,Kurundwad,4.1,Laterite,Drip
F0420,Bhausaheb Tambe,Latur,Chakur,Sindala,11.8,Laterite,Drip
F0421,Shankar Mane,Nanded,Hadgaon,Tamsa,11.3,Sandy,Rainfed
F0422,Dilip Nikam,Aurangabad,Kannad,Pishor,4.0,Laterite,Well
F0423,Santosh Ranaware,Pune,Daund,Rahu,2.4,Alluvial,Flood
F0424,Sushma Pardeshi,Nanded,Kandhar,Umri,14.3,Alluvial,Drip
F0425,Amit Yadav,Nashik,Sinnar,Bhojapur,3.6,Black,Flood
F0426,Sunita Mohite,Solapur,Akkalkot,Jewargi,6.6,Loamy,Drip
F0427,Kamal Sathe,Latur,Nilanga,Aurad,1.7,Black,Well
F0428,Tanaji Bhosale,Nanded,Mudkhed,Malegaon,9.0,Alluvial,Flood
F0429,Rahul Joshi,Sangli,Khanapur,Vita,1.3,Black,Sprinkler
F0430,Rajendra Ghadge,Latur,Chakur,Mangrul,5.0,Laterite,Rainfed
F0431,Kishor Gaikwad,Pune,Indapur,Sanaswadi,0.7,Loamy,Borewell
F0432,Alka Ranaware,Sangli,Walwa,Islampur,5.9,Laterite,Flood
F0433,Vasant Gaikwad,Pune,Daund,Patas,4.4,Black,Borewell
F0434,Santosh Lokhande,Aurangabad,Sillod,Amba,1.3,Alluvial,Well
F0435,Manoj Pardeshi,Jalgaon,Erandol,Anturli,13.5,Laterite,Rainfed
F0436,Rajendra Waghmare,Sangli,Jat,Umadi,1.1,Alluvial,Drip
F0437,Bhausaheb Shinde,Aurangabad,Vaijapur,Lasur,13.8,Red,Flood
F0438,Vijay Tambe,Sangli,Khanapur,Vita,5.2,Loamy,Rainfed
F0439,Sachin Thorat,Nashik,Yeola,Sonewadi,2.2,Laterite,Drip
F0440,Kishor Waghmare,Nanded,Bhokar,Loni,1.5,Loamy,Flood
F0441,Hanumant Joshi,Satara,Karad,Umbraj,7.1,Sandy,Canal
F0442,Gorakh Vanjari,Solapur,Akkalkot,Bori,7.2,Clayey,Sprinkler
F0443,Shivaji Sathe,Ahmednagar,Shrirampur,Belapur,14.0,Black,Canal
F0444,Lata Gawali,Beed,Georai,Rakshasbhuvan,0.5,Laterite,Sprinkler
F0445,Bapu Kale,Ahmednagar,Newasa,Bhendapur,6.6,Black,Canal
F0446,Laxman More,Pune,Indapur,Kalas,6.5,Sandy,Sprinkler
F0447,Anil Yadav,Nashik,Yeola,Nagade,9.7,Loamy,Drip
F0448,Ganesh Sable,Beed,Ambajogai,Bardapur,4.7,Alluvial,Borewell
F0449,Sunita Shelke,Satara,Koregaon,Wathar,3.9,Red,Canal
F0450,Nitin Bhosale,Nashik,Niphad,Vinchur,7.3,Loamy,Drip
F0451,Kamal Gawali,Ahmednagar,Sangamner,Nimon,7.2,Alluvial,Drip
F0452,Ashok Kadam,Beed,Majalgaon,Kada,3.6,Alluvial,Borewell
F0453,Yogesh More,Sangli,Tasgaon,Vaziratmapur,6.2,Black,Rainfed
F0454,Shankar Suryawanshi,Jalgaon,Chopda,Vadali,12.9,Clayey,Rainfed
F0455,Bhausaheb Kale,Aurangabad,Paithan,Bidkin,2.3,Black,Flood
F0456,Namdev Chavan,Ahmednagar,Sangamner,Nimon,10.5,Laterite,Drip
F0457,Eknath Deshmukh,Pune,Baramati,Sonawadi,13.6,Loamy,Flood
F0458,Deepak More,Satara,Karad,Kale,14.2,Black,Canal
F0459,Shobha Rathod,Aurangabad,Paithan,Vahegaon,10.4,Red,Borewell
F0460,Baban Salunkhe,Solapur,Mohol,Bhima Nagar,13.3,Black,Well
F0461,Bhausaheb Kulkarni,Aurangabad,Kannad,Chapanwadi,1.4,Sandy,Sprinkler
F0462,Vikas Bhoir,Ahmednagar,Newasa,Bhendapur,9.6,Alluvial,Well
F0463,Amit Wagh,Sangli,Walwa,Ashta,8.4,Loamy,Borewell
F0464,Jyoti Shelke,Kolhapur,Shirol,Kurundwad,0.9,Clayey,Canal
F0465,Sanjay Thorat,Pune,Purandar,Jejuri,11.6,Red,Canal
F0466,Mahesh Nikam,Beed,Ambajogai,Manoli,8.2,Alluvial,Rainfed
F0467,Ganesh Waghmare,Latur,Udgir,Hipparga,14.1,Alluvial,Canal
F0468,Kishor Nikam,Latur,Renapur,Chapoli,13.8,Black,Rainfed
F0469,Ratan Vanjari,Latur,Nilanga,Halasi,12.6,Alluvial,Sprinkler
F0470,Lata Joshi,Jalgaon,Bhusawal,Bahadarpur,1.8,Red,Well
F0471,Namdev Jadhav,Nanded,Naigaon,Bondar,5.3,Clayey,Canal
F0472,Deepak Bansode,Sangli,Tasgaon,Vaziratmapur,1.4,Red,Well
F0473,Yogesh Gaikwad,Nanded,Mudkhed,Ardhapur,5.9,Laterite,Sprinkler
F0474,Mahesh Bansode,Solapur,Mohol,Shetphal,14.6,Laterite,Sprinkler
F0475,Vaishali Shelke,Jalgaon,Raver,Save,3.7,Clayey,Flood
F0476,Kishor Wagh,Solapur,Mohol,Shetphal,3.1,Black,Rainfed
F0477,Sunita Vanjari,Pune,Indapur,Kalas,5.1,Alluvial,Well
F0478,Namdev Vanjari,Nashik,Dindori,Mohadi,5.3,Black,Canal
F0479,Arun Shelke,Jalgaon,Chopda,Chorwad,7.0,Sandy,Canal
F0480,Bhausaheb Deshmukh,Satara,Wai,Bavdhan,10.9,Black,Sprinkler
F0481,Vandana Bhoir,Jalgaon,Bhusawal,Varangaon,13.3,Sandy,Well
F0482,Uttam Kale,Aurangabad,Sillod,Bharadi,2.9,Black,Flood
F0483,Vijay Kulkarni,Pune,Daund,Rahu,14.3,Black,Borewell
F0484,Manoj Wagh,Jalgaon,Chopda,Adgaon,5.4,Clayey,Sprinkler
F0485,Sanjay Sable,Beed,Ambajogai,Manoli,2.8,Black,Borewell
F0486,Tanaji Jagtap,Kolhapur,Gadhinglaj,Nesari,10.1,Sandy,Canal
F0487,Mahesh Pawar,Kolhapur,Gadhinglaj,Nesari,2.7,Sandy,Drip
F0488,Mangal More,Solapur,Akkalkot,Jewargi,3.4,Black,Canal
F0489,Manoj Kulkarni,Nashik,Dindori,Vani,5.0,Loamy,Sprinkler
F0490,Vaishali Suryawanshi,Nashik,Yeola,Sonewadi,3.2,Loamy,Borewell
F0491,Bharat Dalvi,Pune,Daund,Patas,7.2,Red,Flood
F0492,Vasant Vanjari,Pune,Indapur,Sanaswadi,10.2,Black,Rainfed
F0493,Arun Sathe,Kolhapur,Gadhinglaj,Kadgaon,8.5,Alluvial,Sprinkler
F0494,Alka Bhoir,Nanded,Naigaon,Bondar,7.4,Black,Sprinkler
F0495,Vijay Mohite,Latur,Chakur,Mangrul,2.2,Alluvial,Sprinkler
F0496,Kishor Kadam,Ahmednagar,Shrirampur,Belapur,1.1,Black,Rainfed
F0497,Shobha Jagtap,Beed,Ambajogai,Manoli,5.1,Laterite,Flood
F0498,Rahul More,Kolhapur,Gadhinglaj,Nesari,8.5,Alluvial,Borewell
F0499,Alka Ghadge,Pune,Shirur,Chandan Rajuri,2.1,Red,Canal
F0500,Mahesh Kale,Latur,Ausa,Chincholi,13.1,Sandy,Sprinkler
F0501,Eknath Wagh,Beed,Parli,Mangrul,1.0,Sandy,Sprinkler
F0502,Yogesh Aher,Latur,Udgir,Devangaon,6.2,Sandy,Rainfed
F0503,Sopan Pawar,Sangli,Khanapur,Bhalavani,13.5,Black,Borewell
F0504,Shankar Joshi,Solapur,Karmala,Kem,14.6,Red,Canal
F0505,Shankar Dalvi,Satara,Wai,Kikali,9.3,Black,Canal
F0506,Vandana Mane,Kolhapur,Panhala,Bhuye,12.4,Clayey,Flood
F0507,Sunil Deshmukh,Solapur,Akkalkot,Jewargi,2.5,Alluvial,Well
F0508,Sanjay Salunkhe,Ahmednagar,Shrirampur,Belapur,4.1,Loamy,Drip
F0509,Chandrakant Jagtap,Solapur,Mohol,Bhima Nagar,7.8,Laterite,Drip
F0510,Sanjay Nikam,Satara,Koregaon,Wathar,3.1,Alluvial,Sprinkler
F0511,Arun Gawali,Jalgaon,Erandol,Anturli,4.6,Loamy,Drip
F0512,Sunil Vanjari,Ahmednagar,Shrirampur,Belapur,10.3,Sandy,Rainfed
F0513,Anita Mohite,Pune,Baramati,Supe,13.7,Laterite,Canal
F0514,Suresh Waghmare,Solapur,Akkalkot,Jewargi,10.8,Laterite,Rainfed
F0515,Laxman Sable,Kolhapur,Shirol,Jaysingpur,4.2,Loamy,Borewell
F0516,Alka Aher,Kolhapur,Gadhinglaj,Kadgaon,0.6,Laterite,Flood
F0517,Subhash Tambe,Beed,Ashti,Karanjwan,4.8,Black,Sprinkler
F0518,Rahul Bansode,Solapur,Mohol,Bhima Nagar,4.3,Laterite,Rainfed
F0519,Shankar Jagtap,Jalgaon,Raver,Nimbhora,13.5,Alluvial,Flood
F0520,Kavita Shelke,Beed,Ambajogai,Bardapur,10.0,Sandy,Borewell
F0521,Sushma Rathod,Kolhapur,Karvir,Nigave,5.5,Laterite,Canal
F0522,Kamal Kapse,Beed,Majalgaon,Neknur,12.8,Alluvial,Rainfed
F0523,Bharat Kulkarni,Nashik,Dindori,Mohadi,11.2,Laterite,Flood
F0524,Bharat Bansode,Beed,Georai,Talwada,5.7,Laterite,Flood
F0525,Bapu Bhoir,Satara,Wai,Kikali,9.0,Loamy,Flood
F0526,Balasaheb Kapse,Pune,Shirur,Ranjangaon,7.3,Red,Well
F0527,Balasaheb Wagh,Nanded,Mudkhed,Malegaon,1.3,Alluvial,Canal
F0528,Vikas Jagtap,Satara,Koregaon,Wathar,2.6,Alluvial,Rainfed
F0529,Bharat More,Aurangabad,Vaijapur,Shivna,5.0,Black,Drip
F0530,Rekha Thorat,Ahmednagar,Shrirampur,Belapur,7.6,Alluvial,Flood
F0531,Ashok Chavan,Latur,Udgir,Hipparga,6.3,Loamy,Sprinkler
F0532,Ramesh Shinde,Nanded,Kandhar,Umri,14.3,Sandy,Flood
F0533,Shakuntala Jagtap,Pune,Baramati,Sonawadi,3.8,Sandy,Borewell
F0534,Deepak Kale,Kolhapur,Gadhinglaj,Nesari,2.9,Alluvial,Drip
F0535,Shankar Kulkarni,Aurangabad,Sillod,Amba,6.8,Laterite,Canal
F0536,Gajanan Lokhande,Satara,Phaltan,Nirgudi,14.2,Alluvial,Sprinkler
F0537,Amit Waghmare,Ahmednagar,Shrirampur,Belapur,11.1,Clayey,Well
F0538,Manoj Gaikwad,Satara,Karad,Masur,13.2,Sandy,Flood
F0539,Kamal Aher,Pune,Shirur,Ranjangaon,10.1,Laterite,Flood
F0540,Amit Pawar,Sangli,Miraj,Bedag,6.9,Black,Well
F0541,Popat Kapse,Sangli,Tasgaon,Manjarde,10.6,Laterite,Drip
F0542,Shankar Bhoir,Beed,Georai,Rakshasbhuvan,9.5,Laterite,Canal
F0543,Sushma Kale,Nanded,Hadgaon,Tamsa,4.6,Alluvial,Drip
F0544,Sangita Jagtap,Latur,Nilanga,Aurad,12.6,Red,Borewell
F0545,Anita Kulkarni,Jalgaon,Chopda,Vadali,13.7,Laterite,Sprinkler
F0546,Vinod Nikam,Pune,Baramati,Wadgaon,13.6,Alluvial,Well
F0547,Sangita Bhosale,Nashik,Yeola,Nagade,11.0,Black,Borewell
F0548,Dattatray Ghadge,Solapur,Mohol,Bhima Nagar,1.2,Alluvial,Canal
F0549,Prakash Kulkarni,Satara,Wai,Kikali,11.2,Black,Flood
F0550,Prakash Patil,Jalgaon,Jamner,Neri,5.7,Loamy,Well
F0551,Vasant More,Satara,Wai,Bavdhan,2.2,Loamy,Sprinkler
F0552,Vasant Wagh,Sangli,Khanapur,Bhalavani,9.9,Alluvial,Canal
F0553,Rajendra Chavan,Sangli,Miraj,Kavthe Mahankal,2.0,Clayey,Sprinkler
F0554,Vandana Salunkhe,Latur,Udgir,Hipparga,9.4,Alluvial,Rainfed
F0555,Deepak Kapse,Aurangabad,Paithan,Vahegaon,6.9,Black,Borewell
F0556,Sachin Patil,Sangli,Jat,Umadi,14.7,Laterite,Flood
F0557,Gajanan Ranaware,Nanded,Hadgaon,Tamsa,6.8,Laterite,Canal
F0558,Nirmala Gawali,Beed,Parli,Sirsala,12.7,Clayey,Well
F0559,Dilip Patil,Beed,Ambajogai,Manoli,12.9,Alluvial,Canal
F0560,Santosh Lokhande,Satara,Phaltan,Sasewadi,14.6,Black,Well
F0561,Namdev Tambe,Beed,Parli,Mangrul,12.3,Black,Sprinkler
F0562,Vandana Vanjari,Aurangabad,Paithan,Vahegaon,7.0,Black,Sprinkler
F0563,Amit Kale,Kolhapur,Panhala,Kodoli,8.6,Black,Flood
F0564,Ashok Zende,Latur,Renapur,Ghongaon,10.0,Loamy,Borewell
F0565,Chandrakant Pawar,Ahmednagar,Sangamner,Nimon,8.6,Clayey,Well
F0566,Kalpana Pardeshi,Sangli,Khanapur,Vita,1.9,Laterite,Canal
F0567,Ramesh Bansode,Satara,Wai,Kikali,10.7,Black,Canal
F0568,Sangita Chavan,Sangli,Khanapur,Vita,4.2,Red,Canal
F0569,Balasaheb Rathod,Ahmednagar,Sangamner,Ghargaon,10.9,Black,Flood
F0570,Sushma Shinde,Beed,Ashti,Pimpalgaon,11.7,Loamy,Sprinkler
F0571,Jyoti Chavan,Aurangabad,Paithan,Bidkin,8.5,Loamy,Flood
F0572,Nirmala Mohite,Jalgaon,Raver,Nimbhora,11.1,Red,Drip
F0573,Dinesh Zende,Latur,Renapur,Chapoli,6.6,Clayey,Rainfed
F0574,Bhausaheb Thorat,Kolhapur,Shirol,Jaysingpur,7.1,Red,Canal
F0575,Anita Zende,Sangli,Jat,Sanond,12.7,Clayey,Flood
F0576,Sachin Tambe,Beed,Ambajogai,Bardapur,3.5,Laterite,Borewell
F0577,Arun Chavan,Sangli,Tasgaon,Vaziratmapur,10.8,Alluvial,Borewell
F0578,Nirmala Yadav,Latur,Udgir,Hipparga,13.2,Loamy,Flood
F0579,Suresh Ranaware,Nashik,Sinnar,Dodi Khurd,2.6,Laterite,Drip
F0580,Shivaji Thorat,Jalgaon,Erandol,Chinawal,2.6,Black,Rainfed
F0581,Gorakh Mane,Nanded,Bhokar,Loni,12.3,Black,Well
F0582,Namdev Tambe,Kolhapur,Hatkanangle,Rukadi,10.5,Black,Sprinkler
F0583,Dinesh Bhoir,Beed,Majalgaon,Kada,0.7,Sandy,Canal
F0584,Vandana Waghmare,Beed,Majalgaon,Kada,11.8,Red,Borewell
F0585,Rekha Salunkhe,Beed,Georai,Talwada,14.5,Laterite,Well
F0586,Balasaheb Wagh,Pune,Purandar,Jejuri,8.6,Red,Canal
F0587,Popat Patil,Satara,Koregaon,Rahimatpur,1.1,Sandy,Well
F0588,Dilip Aher,Beed,Majalgaon,Neknur,12.0,Clayey,Borewell
F0589,Santosh Shelke,Nanded,Kandhar,Fulwal,8.0,Alluvial,Well
F0590,Sunil Bhoir,Nanded,Hadgaon,Chikhali,1.8,Red,Canal
F0591,Vinod Bansode,Satara,Wai,Bavdhan,14.3,Clayey,Well
F0592,Kalpana Tambe,Beed,Georai,Talwada,10.2,Loamy,Canal
F0593,Bhausaheb Shinde,Beed,Majalgaon,Neknur,13.8,Black,Sprinkler
F0594,Popat Sathe,Sangli,Walwa,Islampur,13.7,Alluvial,Flood
F0595,Subhash Mohite,Nanded,Naigaon,Bharsi,1.1,Laterite,Canal
F0596,Kiran Mohite,Nashik,Sinnar,Musalgaon,14.6,Alluvial,Well
F0597,Kamal Patil,Beed,Georai,Talwada,10.2,Alluvial,Canal
F0598,Mangal Kale,Ahmednagar,Newasa,Sonai,9.9,Black,Rainfed
F0599,Pravin Jadhav,Aurangabad,Vaijapur,Shivna,1.8,Black,Canal
F0600,Popat Tambe,Nashik,Yeola,Nagade,13.7,Loamy,Sprinkler
F0601,Rekha Rathod,Kolhapur,Shirol,Kurundwad,6.1,Black,Well
F0602,Ramesh Aher,Nashik,Yeola,Nagade,10.7,Black,Borewell
F0603,Jyoti Kale,Solapur,Mohol,Shetphal,4.6,Loamy,Sprinkler
F0604,Sunita Jadhav,Aurangabad,Gangapur,Nandgaon,2.5,Loamy,Flood
F0605,Lata Kulkarni,Beed,Ambajogai,Manoli,10.3,Alluvial,Flood
F0606,Subhash Patil,Nanded,Hadgaon,Tamsa,2.3,Black,Well
F0607,Sunita Sathe,Nanded,Bhokar,Loni,3.5,Laterite,Rainfed
F0608,Arun Mane,Kolhapur,Gadhinglaj,Kadgaon,2.8,Red,Well
F0609,Popat Jagtap,Nashik,Niphad,Pimpalgaon Baswant,12.8,Clayey,Sprinkler
F0610,Santosh Kulkarni,Beed,Georai,Rakshasbhuvan,1.9,Laterite,Well
F0611,Vaishali Bansode,Satara,Phaltan,Nirgudi,2.0,Clayey,Drip
F0612,Ravindra Shelke,Aurangabad,Kannad,Chapanwadi,9.4,Sandy,Rainfed
F0613,Pravin Vanjari,Latur,Renapur,Chapoli,14.4,Red,Drip
F0614,Sachin Nikam,Ahmednagar,Sangamner,Nimon,12.7,Red,Rainfed
F0615,Vinod Kapse,Aurangabad,Kannad,Chapanwadi,11.7,Loamy,Well
F0616,Nitin Salunkhe,Beed,Ashti,Pimpalgaon,12.7,Alluvial,Flood
F0617,Vikas Sathe,Ahmednagar,Kopargaon,Sangamner Bk,11.0,Black,Flood
F0618,Jyoti Jadhav,Latur,Chakur,Sindala,11.7,Red,Drip
F0619,Eknath Sathe,Nanded,Naigaon,Bondar,5.8,Red,Flood
F0620,Gorakh Chavan,Aurangabad,Sillod,Bharadi,6.3,Clayey,Drip
F0621,Sopan Aher,Beed,Ambajogai,Bardapur,7.0,Red,Well
F0622,Yogesh Kapse,Satara,Karad,Kale,11.5,Red,Drip
F0623,Eknath Pardeshi,Ahmednagar,Rahata,Loni,3.5,Alluvial,Borewell
F0624,Dinesh Kapse,Aurangabad,Paithan,Bidkin,14.7,Sandy,Drip
F0625,Alka Thorat,Sangli,Walwa,Islampur,6.0,Loamy,Borewell
F0626,Santosh Ranaware,Solapur,Karmala,Kem,8.0,Sandy,Flood
F0627,Arun Lokhande,Aurangabad,Sillod,Bharadi,7.8,Red,Sprinkler
F0628,Manoj Waghmare,Nashik,Yeola,Anwane,4.6,Red,Canal
F0629,Sunil Pardeshi,Latur,Ausa,Killari,6.5,Sandy,Rainfed
F0630,Rajendra Kapse,Beed,Parli,Mangrul,3.6,Red,Rainfed
F0631,Anita Jadhav,Ahmednagar,Rahata,Shirdi,8.8,Red,Canal
F0632,Manisha Shinde,Latur,Nilanga,Halasi,2.9,Red,Well
F0633,Kavita Zende,Latur,Ausa,Chincholi,14.2,Red,Sprinkler
F0634,Kalpana Kapse,Jalgaon,Jamner,Neri,9.2,Alluvial,Well
F0635,Bharat Aher,Beed,Ashti,Karanjwan,2.9,Laterite,Borewell
